"workerid","strength","trial_num","target","degree","paraphrase0","gender","contextWithSuper","adjective","super_category","form","names","context","paraphrase1","paraphrase","contextWithSuperPronoun","condition","sub_category"
97,2,5,"expensive","price","sub_plural","male"," is browsing around a kitchen appliance store. They finds a toaster and looks at the price.","expensive","kitchen appliances","positive","William"," finds a toaster and looks at the price.","super","sub_plural","","context","toaster"
97,2,6,"warm","temperature","sub_plural","male"," lives in Maryland and checks the weather everyday. They looks at the weather report for today, a day in Fall.","warm","days of the year","positive","Simon"," lives in Maryland and steps outside in Fall.","super","sub_plural","","context","day in Fall"
97,3,7," short","height","sub_plural","male"," is sitting at a cafe watching people go by and sees a professional basketball player.","short","people","negative","Robert"," sees a professional basketball player.","super","sub_plural","","context","basketball player"
97,3,8,"light","weight","sub_plural","female"," is in the produce section of the supermarket and picks up a watermelon.","light","produce","negative","Natalia"," picks up a watermelon.","super","sub_plural","","context","watermelon"
97,3,9,"cold","temperature","sub_plural","female"," lives in Maryland and checks the weather everyday. They looks at the weather report for today, a day in Summer.","cold","days of the year","negative","Sophie"," lives in Maryland and steps outside in Summer.","super","sub_plural","","context","day in Summer"
97,2,10,"light","weight","sub_plural","female"," is in the produce section of the supermarket and picks up an apple.","light","produce","negative","Stephanie"," picks up an apple.","super","sub_plural","","context","apple"
97,1,11,"cold","temperature","sub_plural","male"," lives in Maryland and checks the weather everyday. They looks at the weather report for today, a day in Winter.","cold","days of the year","negative","Josh"," lives in Maryland and steps outside in Winter.","super","sub_plural","","context","day in Winter"
97,1,12,"heavy","weight","sub_plural","female"," is in the produce section of the supermarket and picks up a grape.","heavy","produce","positive","Jasmine"," picks up a grape.","super","sub_plural","","context","grape"
97,1,13,"cheap","price","sub_plural","male"," is browsing around a kitchen appliance store. They finds a bottle opener and looks at the price.","cheap","kitchen appliances","negative","Lee"," finds a bottle opener and looks at the price.","super","sub_plural","","context","bottle opener"
97,1,14,"short","time","sub_plural","female"," is searching for things to watch online with their friend and finds a video of a cute animal.","short","things you watch online","negative","Kim"," finds a video of a cute animal to watch online with their friend.","super","sub_plural","","context","video of the cute animal"
97,2,15," short","height","sub_plural","male"," is sitting at a cafe watching people go by and sees a professional soccer player.","short","people","negative","David"," sees a professional soccer player.","super","super","","context","soccer player"
98,2,1,"cheap","price","sub_plural","male"," is browsing around a kitchen appliance store. He finds a toaster and looks at the price.","cheap","kitchen appliances","negative","Cameron"," finds a toaster and looks at the price.","super","sub_plural","He","contextWithSuper","toaster"
98,3,2,"long","time","sub_plural","female"," is searching for things to watch online with their friend and finds a movie.","long","things you watch online","positive","Jennifer"," finds a movie to watch online with their friend.","super","sub_plural","","contextWithSuper","movie"
98,3,3," short","height","sub_plural","female"," is sitting at a cafe watching people go by and sees a professional basketball player.","short","people","negative","Angela"," sees a professional basketball player.","super","sub_plural","","contextWithSuper","basketball player"
98,3,4,"warm","temperature","sub_plural","male"," lives in Maryland and checks the weather everyday. He looks at the weather report for today, a day in Summer.","warm","days of the year","positive","William"," lives in Maryland and steps outside in Summer.","super","super","He","contextWithSuper","day in Summer"
98,2,5,"long","time","sub_plural","female"," is searching for things to watch online with their friend and finds a music video.","long","things you watch online","positive","Mika"," finds a music video to watch online with their friend.","super","sub_plural","","contextWithSuper","music video"
98,2,6,"heavy","weight","sub_plural","female"," is in the produce section of the supermarket and picks up an apple.","heavy","produce","positive","Claire"," picks up an apple.","super","sub_plural","","contextWithSuper","apple"
98,1,7," tall","height","sub_plural","male"," is sitting at a cafe watching people go by and sees a professional gymnast.","tall","people","positive","Josh"," sees a professional gymnast.","super","sub_plural","","contextWithSuper","gymnast"
98,2,8,"warm","temperature","sub_plural","male"," lives in Maryland and checks the weather everyday. He looks at the weather report for today, a day in Fall.","warm","days of the year","positive","Lucas"," lives in Maryland and steps outside in Fall.","super","sub_plural","He","contextWithSuper","day in Fall"
98,1,9,"cheap","price","sub_plural","male"," is browsing around a kitchen appliance store. He finds a bottle opener and looks at the price.","cheap","kitchen appliances","negative","Anthony"," finds a bottle opener and looks at the price.","super","sub_plural","He","contextWithSuper","bottle opener"
98,2,10," short","height","sub_plural","female"," is sitting at a cafe watching people go by and sees a professional soccer player.","short","people","negative","Jasmine"," sees a professional soccer player.","super","sub_plural","","contextWithSuper","soccer player"
98,3,11,"heavy","weight","sub_plural","female"," is in the produce section of the supermarket and picks up a watermelon.","heavy","produce","positive","Kim"," picks up a watermelon.","super","sub_plural","","contextWithSuper","watermelon"
98,1,12,"warm","temperature","sub_plural","male"," lives in Maryland and checks the weather everyday. He looks at the weather report for today, a day in Winter.","warm","days of the year","positive","Gabriel"," lives in Maryland and steps outside in Winter.","super","sub_plural","He","contextWithSuper","day in Winter"
98,3,13,"expensive","price","sub_plural","male"," is browsing around a kitchen appliance store. He finds a dishwasher and looks at the price.","expensive","kitchen appliances","positive","Alexander"," finds a dishwasher and looks at the price.","super","sub_plural","He","contextWithSuper","dishwasher"
98,1,14,"short","time","sub_plural","female"," is searching for things to watch online with their friend and finds a video of a cute animal.","short","things you watch online","negative","Kathleen"," finds a video of a cute animal to watch online with their friend.","super","super","","contextWithSuper","video of the cute animal"
98,1,15,"light","weight","sub_plural","male"," is in the produce section of the supermarket and picks up a grape.","light","produce","negative","Lee"," picks up a grape.","super","super","","contextWithSuper","grape"
99,2,1," tall","height","sub_plural","male"," is sitting at a cafe watching people go by and sees a professional soccer player.","tall","people","positive","Alexander"," sees a professional soccer player.","super","super","","contextWithSuper","soccer player"
99,2,2,"expensive","price","sub_plural","male"," is browsing around a kitchen appliance store. He finds a toaster and looks at the price.","expensive","kitchen appliances","positive","Lee"," finds a toaster and looks at the price.","super","sub_plural","He","contextWithSuper","toaster"
99,2,3,"warm","temperature","sub_plural","male"," lives in Maryland and checks the weather everyday. He looks at the weather report for today, a day in Fall.","warm","days of the year","positive","John"," lives in Maryland and steps outside in Fall.","super","sub_plural","He","contextWithSuper","day in Fall"
99,1,4,"heavy","weight","sub_plural","male"," is in the produce section of the supermarket and picks up a grape.","heavy","produce","positive","Simon"," picks up a grape.","super","sub_plural","","contextWithSuper","grape"
99,2,5,"short","time","sub_plural","male"," is searching for things to watch online with their friend and finds a music video.","short","things you watch online","negative","Greg"," finds a music video to watch online with their friend.","super","sub_plural","","contextWithSuper","music video"
99,1,6," tall","height","sub_plural","male"," is sitting at a cafe watching people go by and sees a professional gymnast.","tall","people","positive","Gabriel"," sees a professional gymnast.","super","super","","contextWithSuper","gymnast"
99,1,7,"short","time","sub_plural","male"," is searching for things to watch online with their friend and finds a video of a cute animal.","short","things you watch online","negative","Lucas"," finds a video of a cute animal to watch online with their friend.","super","super","","contextWithSuper","video of the cute animal"
99,3,8,"heavy","weight","sub_plural","male"," is in the produce section of the supermarket and picks up a watermelon.","heavy","produce","positive","Robert"," picks up a watermelon.","super","sub_plural","","contextWithSuper","watermelon"
99,1,9,"cold","temperature","sub_plural","female"," lives in Maryland and checks the weather everyday. She looks at the weather report for today, a day in Winter.","cold","days of the year","negative","Natalia"," lives in Maryland and steps outside in Winter.","super","super","She","contextWithSuper","day in Winter"
99,2,10,"light","weight","sub_plural","female"," is in the produce section of the supermarket and picks up an apple.","light","produce","negative","Jasmine"," picks up an apple.","super","sub_plural","","contextWithSuper","apple"
99,3,11,"cheap","price","sub_plural","female"," is browsing around a kitchen appliance store. She finds a dishwasher and looks at the price.","cheap","kitchen appliances","negative","Mika"," finds a dishwasher and looks at the price.","super","sub_plural","She","contextWithSuper","dishwasher"
99,3,12,"long","time","sub_plural","male"," is searching for things to watch online with their friend and finds a movie.","long","things you watch online","positive","Michael"," finds a movie to watch online with their friend.","super","sub_plural","","contextWithSuper","movie"
99,3,13,"warm","temperature","sub_plural","female"," lives in Maryland and checks the weather everyday. She looks at the weather report for today, a day in Summer.","warm","days of the year","positive","Monica"," lives in Maryland and steps outside in Summer.","super","sub_plural","She","contextWithSuper","day in Summer"
99,3,14," tall","height","sub_plural","female"," is sitting at a cafe watching people go by and sees a professional basketball player.","tall","people","positive","Tanya"," sees a professional basketball player.","super","super","","contextWithSuper","basketball player"
99,1,15,"cheap","price","sub_plural","female"," is browsing around a kitchen appliance store. She finds a bottle opener and looks at the price.","cheap","kitchen appliances","negative","Laura"," finds a bottle opener and looks at the price.","super","super","She","contextWithSuper","bottle opener"
100,3,1,"cold","temperature","sub_plural","male"," lives in Maryland and checks the weather everyday. He looks at the weather report for today, a day in Summer.","cold","days of the year","negative","Alexander"," lives in Maryland and steps outside in Summer.","super","super","He","contextWithSuper","day in Summer"
100,1,2,"cheap","price","sub_plural","female"," is browsing around a kitchen appliance store. She finds a bottle opener and looks at the price.","cheap","kitchen appliances","negative","Sophie"," finds a bottle opener and looks at the price.","super","sub_plural","She","contextWithSuper","bottle opener"
100,2,3," tall","height","sub_plural","male"," is sitting at a cafe watching people go by and sees a professional soccer player.","tall","people","positive","Charles"," sees a professional soccer player.","super","sub_plural","","contextWithSuper","soccer player"
100,2,4,"cheap","price","sub_plural","female"," is browsing around a kitchen appliance store. She finds a toaster and looks at the price.","cheap","kitchen appliances","negative","Jennifer"," finds a toaster and looks at the price.","super","sub_plural","She","contextWithSuper","toaster"
100,3,5,"heavy","weight","sub_plural","male"," is in the produce section of the supermarket and picks up a watermelon.","heavy","produce","positive","John"," picks up a watermelon.","super","sub_plural","","contextWithSuper","watermelon"
100,1,6," tall","height","sub_plural","female"," is sitting at a cafe watching people go by and sees a professional gymnast.","tall","people","positive","Tanya"," sees a professional gymnast.","super","sub_plural","","contextWithSuper","gymnast"
100,3,7,"short","time","sub_plural","male"," is searching for things to watch online with their friend and finds a movie.","short","things you watch online","negative","Robert"," finds a movie to watch online with their friend.","super","sub_plural","","contextWithSuper","movie"
100,1,8,"light","weight","sub_plural","female"," is in the produce section of the supermarket and picks up a grape.","light","produce","negative","Melinda"," picks up a grape.","super","sub_plural","","contextWithSuper","grape"
100,3,9," short","height","sub_plural","male"," is sitting at a cafe watching people go by and sees a professional basketball player.","short","people","negative","Josh"," sees a professional basketball player.","super","sub_plural","","contextWithSuper","basketball player"
100,1,10,"long","time","sub_plural","male"," is searching for things to watch online with their friend and finds a video of a cute animal.","long","things you watch online","positive","Tom"," finds a video of a cute animal to watch online with their friend.","super","sub_plural","","contextWithSuper","video of the cute animal"
100,3,11,"expensive","price","sub_plural","female"," is browsing around a kitchen appliance store. She finds a dishwasher and looks at the price.","expensive","kitchen appliances","positive","Natalia"," finds a dishwasher and looks at the price.","super","sub_plural","She","contextWithSuper","dishwasher"
100,2,12,"heavy","weight","sub_plural","female"," is in the produce section of the supermarket and picks up an apple.","heavy","produce","positive","Jasmine"," picks up an apple.","super","sub_plural","","contextWithSuper","apple"
100,1,13,"cold","temperature","sub_plural","male"," lives in Maryland and checks the weather everyday. He looks at the weather report for today, a day in Winter.","cold","days of the year","negative","Stephen"," lives in Maryland and steps outside in Winter.","super","sub_plural","He","contextWithSuper","day in Winter"
100,2,14,"short","time","sub_plural","male"," is searching for things to watch online with their friend and finds a music video.","short","things you watch online","negative","William"," finds a music video to watch online with their friend.","super","sub_plural","","contextWithSuper","music video"
100,2,15,"cold","temperature","sub_plural","female"," lives in Maryland and checks the weather everyday. She looks at the weather report for today, a day in Fall.","cold","days of the year","negative","Julia"," lives in Maryland and steps outside in Fall.","super","sub_plural","She","contextWithSuper","day in Fall"
101,1,1," tall","height","sub_plural","female"," is sitting at a cafe watching people go by and sees a professional gymnast.","tall","people","positive","Tanya"," sees a professional gymnast.","super","super","","contextWithSuper","gymnast"
101,1,2,"cheap","price","sub_plural","female"," is browsing around a kitchen appliance store. She finds a bottle opener and looks at the price.","cheap","kitchen appliances","negative","Jennifer"," finds a bottle opener and looks at the price.","super","sub_plural","She","contextWithSuper","bottle opener"
101,2,3,"short","time","sub_plural","male"," is searching for things to watch online with their friend and finds a music video.","short","things you watch online","negative","Lee"," finds a music video to watch online with their friend.","super","super","","contextWithSuper","music video"
101,3,4,"heavy","weight","sub_plural","female"," is in the produce section of the supermarket and picks up a watermelon.","heavy","produce","positive","Kim"," picks up a watermelon.","super","sub_plural","","contextWithSuper","watermelon"
101,3,5,"cold","temperature","sub_plural","male"," lives in Maryland and checks the weather everyday. He looks at the weather report for today, a day in Summer.","cold","days of the year","negative","Eric"," lives in Maryland and steps outside in Summer.","super","sub_plural","He","contextWithSuper","day in Summer"
101,2,6,"light","weight","sub_plural","female"," is in the produce section of the supermarket and picks up an apple.","light","produce","negative","Mika"," picks up an apple.","super","sub_plural","","contextWithSuper","apple"
101,2,7,"expensive","price","sub_plural","female"," is browsing around a kitchen appliance store. She finds a toaster and looks at the price.","expensive","kitchen appliances","positive","Julia"," finds a toaster and looks at the price.","super","sub_plural","She","contextWithSuper","toaster"
101,1,8,"light","weight","sub_plural","male"," is in the produce section of the supermarket and picks up a grape.","light","produce","negative","Gary"," picks up a grape.","super","sub_plural","","contextWithSuper","grape"
101,2,9,"cold","temperature","sub_plural","male"," lives in Maryland and checks the weather everyday. He looks at the weather report for today, a day in Fall.","cold","days of the year","negative","Robert"," lives in Maryland and steps outside in Fall.","super","super","He","contextWithSuper","day in Fall"
101,2,10," short","height","sub_plural","female"," is sitting at a cafe watching people go by and sees a professional soccer player.","short","people","negative","Kim"," sees a professional soccer player.","super","super","","contextWithSuper","soccer player"
101,1,11,"short","time","sub_plural","male"," is searching for things to watch online with their friend and finds a video of a cute animal.","short","things you watch online","negative","David"," finds a video of a cute animal to watch online with their friend.","super","sub_plural","","contextWithSuper","video of the cute animal"
101,3,12," tall","height","sub_plural","female"," is sitting at a cafe watching people go by and sees a professional basketball player.","tall","people","positive","Laura"," sees a professional basketball player.","super","super","","contextWithSuper","basketball player"
101,3,13,"cheap","price","sub_plural","male"," is browsing around a kitchen appliance store. He finds a dishwasher and looks at the price.","cheap","kitchen appliances","negative","Cameron"," finds a dishwasher and looks at the price.","super","sub_plural","He","contextWithSuper","dishwasher"
101,1,14,"warm","temperature","sub_plural","male"," lives in Maryland and checks the weather everyday. He looks at the weather report for today, a day in Winter.","warm","days of the year","positive","Michael"," lives in Maryland and steps outside in Winter.","super","sub_plural","He","contextWithSuper","day in Winter"
101,3,15,"long","time","sub_plural","male"," is searching for things to watch online with their friend and finds a movie.","long","things you watch online","positive","Anthony"," finds a movie to watch online with their friend.","super","super","","contextWithSuper","movie"
102,2,1,"warm","temperature","sub_plural","female"," lives in Maryland and checks the weather everyday. They looks at the weather report for today, a day in Fall.","warm","days of the year","positive","Maya"," lives in Maryland and steps outside in Fall.","super","sub_plural","","context","day in Fall"
102,1,2,"heavy","weight","sub_plural","male"," is in the produce section of the supermarket and picks up a grape.","heavy","produce","positive","Daniel"," picks up a grape.","super","sub_plural","","context","grape"
102,3,3,"cheap","price","sub_plural","female"," is browsing around a kitchen appliance store. They finds a dishwasher and looks at the price.","cheap","kitchen appliances","negative","Tanya"," finds a dishwasher and looks at the price.","super","sub_plural","","context","dishwasher"
102,2,4,"long","time","sub_plural","male"," is searching for things to watch online with their friend and finds a music video.","long","things you watch online","positive","Gary"," finds a music video to watch online with their friend.","super","super","","context","music video"
102,2,5,"cheap","price","sub_plural","male"," is browsing around a kitchen appliance store. They finds a toaster and looks at the price.","cheap","kitchen appliances","negative","Greg"," finds a toaster and looks at the price.","super","sub_plural","","context","toaster"
102,3,6,"short","time","sub_plural","male"," is searching for things to watch online with their friend and finds a movie.","short","things you watch online","negative","Simon"," finds a movie to watch online with their friend.","super","super","","context","movie"
102,3,7," short","height","sub_plural","male"," is sitting at a cafe watching people go by and sees a professional basketball player.","short","people","negative","Tom"," sees a professional basketball player.","super","sub_plural","","context","basketball player"
102,1,8,"warm","temperature","sub_plural","female"," lives in Maryland and checks the weather everyday. They looks at the weather report for today, a day in Winter.","warm","days of the year","positive","Kim"," lives in Maryland and steps outside in Winter.","super","sub_plural","","context","day in Winter"
102,2,9," short","height","sub_plural","female"," is sitting at a cafe watching people go by and sees a professional soccer player.","short","people","negative","Jennifer"," sees a professional soccer player.","super","super","","context","soccer player"
102,3,10,"warm","temperature","sub_plural","male"," lives in Maryland and checks the weather everyday. They looks at the weather report for today, a day in Summer.","warm","days of the year","positive","Alexander"," lives in Maryland and steps outside in Summer.","super","sub_plural","","context","day in Summer"
102,3,11,"heavy","weight","sub_plural","female"," is in the produce section of the supermarket and picks up a watermelon.","heavy","produce","positive","Sophie"," picks up a watermelon.","super","super","","context","watermelon"
102,1,12,"expensive","price","sub_plural","male"," is browsing around a kitchen appliance store. They finds a bottle opener and looks at the price.","expensive","kitchen appliances","positive","Josh"," finds a bottle opener and looks at the price.","super","sub_plural","","context","bottle opener"
102,1,13,"long","time","sub_plural","male"," is searching for things to watch online with their friend and finds a video of a cute animal.","long","things you watch online","positive","Michael"," finds a video of a cute animal to watch online with their friend.","super","super","","context","video of the cute animal"
102,2,14,"light","weight","sub_plural","female"," is in the produce section of the supermarket and picks up an apple.","light","produce","negative","Kim"," picks up an apple.","super","sub_plural","","context","apple"
102,1,15," tall","height","sub_plural","male"," is sitting at a cafe watching people go by and sees a professional gymnast.","tall","people","positive","Charles"," sees a professional gymnast.","super","sub_plural","","context","gymnast"
103,1,1," tall","height","super","male"," is sitting at a cafe watching people go by and sees a professional gymnast.","tall","people","positive","Lucas"," sees a professional gymnast.","sub_plural","super","","contextWithSuper","gymnast"
103,2,2,"warm","temperature","super","male"," lives in Maryland and checks the weather everyday. He looks at the weather report for today, a day in Fall.","warm","days of the year","positive","Lee"," lives in Maryland and steps outside in Fall.","sub_plural","sub_plural","He","contextWithSuper","day in Fall"
103,3,3,"light","weight","super","female"," is in the produce section of the supermarket and picks up a watermelon.","light","produce","negative","Julia"," picks up a watermelon.","sub_plural","sub_plural","","contextWithSuper","watermelon"
103,3,4," tall","height","super","male"," is sitting at a cafe watching people go by and sees a professional basketball player.","tall","people","positive","Stephen"," sees a professional basketball player.","sub_plural","super","","contextWithSuper","basketball player"
103,1,5,"cheap","price","super","male"," is browsing around a kitchen appliance store. He finds a bottle opener and looks at the price.","cheap","kitchen appliances","negative","Anthony"," finds a bottle opener and looks at the price.","sub_plural","sub_plural","He","contextWithSuper","bottle opener"
103,1,6,"long","time","super","female"," is searching for things to watch online with their friend and finds a video of a cute animal.","long","things you watch online","positive","Melinda"," finds a video of a cute animal to watch online with their friend.","sub_plural","sub_plural","","contextWithSuper","video of the cute animal"
103,3,7,"expensive","price","super","female"," is browsing around a kitchen appliance store. She finds a dishwasher and looks at the price.","expensive","kitchen appliances","positive","Claire"," finds a dishwasher and looks at the price.","sub_plural","sub_plural","She","contextWithSuper","dishwasher"
103,2,8,"light","weight","super","male"," is in the produce section of the supermarket and picks up an apple.","light","produce","negative","Robert"," picks up an apple.","sub_plural","super","","contextWithSuper","apple"
103,2,9,"expensive","price","super","female"," is browsing around a kitchen appliance store. She finds a toaster and looks at the price.","expensive","kitchen appliances","positive","Sophie"," finds a toaster and looks at the price.","sub_plural","sub_plural","She","contextWithSuper","toaster"
103,3,10,"warm","temperature","super","female"," lives in Maryland and checks the weather everyday. She looks at the weather report for today, a day in Summer.","warm","days of the year","positive","Stephanie"," lives in Maryland and steps outside in Summer.","sub_plural","sub_plural","She","contextWithSuper","day in Summer"
103,1,11,"light","weight","super","female"," is in the produce section of the supermarket and picks up a grape.","light","produce","negative","Alicia"," picks up a grape.","sub_plural","sub_plural","","contextWithSuper","grape"
103,2,12,"long","time","super","female"," is searching for things to watch online with their friend and finds a music video.","long","things you watch online","positive","Kim"," finds a music video to watch online with their friend.","sub_plural","sub_plural","","contextWithSuper","music video"
103,1,13,"warm","temperature","super","female"," lives in Maryland and checks the weather everyday. She looks at the weather report for today, a day in Winter.","warm","days of the year","positive","Jennifer"," lives in Maryland and steps outside in Winter.","sub_plural","sub_plural","She","contextWithSuper","day in Winter"
103,2,14," short","height","super","male"," is sitting at a cafe watching people go by and sees a professional soccer player.","short","people","negative","Charles"," sees a professional soccer player.","sub_plural","super","","contextWithSuper","soccer player"
103,3,15,"long","time","super","female"," is searching for things to watch online with their friend and finds a movie.","long","things you watch online","positive","Kathleen"," finds a movie to watch online with their friend.","sub_plural","sub_plural","","contextWithSuper","movie"
104,3,1,"cold","temperature","super","female"," lives in Maryland and checks the weather everyday. They looks at the weather report for today, a day in Summer.","cold","days of the year","negative","Mika"," lives in Maryland and steps outside in Summer.","sub_plural","sub_plural","","context","day in Summer"
104,2,2,"expensive","price","super","male"," is browsing around a kitchen appliance store. They finds a toaster and looks at the price.","expensive","kitchen appliances","positive","Eric"," finds a toaster and looks at the price.","sub_plural","sub_plural","","context","toaster"
104,3,3,"short","time","super","female"," is searching for things to watch online with their friend and finds a movie.","short","things you watch online","negative","Melinda"," finds a movie to watch online with their friend.","sub_plural","sub_plural","","context","movie"
104,3,4,"light","weight","super","male"," is in the produce section of the supermarket and picks up a watermelon.","light","produce","negative","David"," picks up a watermelon.","sub_plural","sub_plural","","context","watermelon"
104,1,5,"long","time","super","female"," is searching for things to watch online with their friend and finds a video of a cute animal.","long","things you watch online","positive","Monica"," finds a video of a cute animal to watch online with their friend.","sub_plural","sub_plural","","context","video of the cute animal"
104,2,6," tall","height","super","female"," is sitting at a cafe watching people go by and sees a professional soccer player.","tall","people","positive","Jennifer"," sees a professional soccer player.","sub_plural","super","","context","soccer player"
104,2,7,"cold","temperature","super","male"," lives in Maryland and checks the weather everyday. They looks at the weather report for today, a day in Fall.","cold","days of the year","negative","Charles"," lives in Maryland and steps outside in Fall.","sub_plural","sub_plural","","context","day in Fall"
104,2,8,"short","time","super","male"," is searching for things to watch online with their friend and finds a music video.","short","things you watch online","negative","Daniel"," finds a music video to watch online with their friend.","sub_plural","sub_plural","","context","music video"
104,1,9," short","height","super","male"," is sitting at a cafe watching people go by and sees a professional gymnast.","short","people","negative","Gary"," sees a professional gymnast.","sub_plural","super","","context","gymnast"
104,1,10,"warm","temperature","super","female"," lives in Maryland and checks the weather everyday. They looks at the weather report for today, a day in Winter.","warm","days of the year","positive","Kathleen"," lives in Maryland and steps outside in Winter.","sub_plural","sub_plural","","context","day in Winter"
104,1,11,"light","weight","super","male"," is in the produce section of the supermarket and picks up a grape.","light","produce","negative","Stephen"," picks up a grape.","sub_plural","sub_plural","","context","grape"
104,3,12," tall","height","super","male"," is sitting at a cafe watching people go by and sees a professional basketball player.","tall","people","positive","Josh"," sees a professional basketball player.","sub_plural","super","","context","basketball player"
104,3,13,"cheap","price","super","male"," is browsing around a kitchen appliance store. They finds a dishwasher and looks at the price.","cheap","kitchen appliances","negative","Gabriel"," finds a dishwasher and looks at the price.","sub_plural","sub_plural","","context","dishwasher"
104,2,14,"heavy","weight","super","male"," is in the produce section of the supermarket and picks up an apple.","heavy","produce","positive","Anthony"," picks up an apple.","sub_plural","sub_plural","","context","apple"
104,1,15,"expensive","price","super","female"," is browsing around a kitchen appliance store. They finds a bottle opener and looks at the price.","expensive","kitchen appliances","positive","Sophie"," finds a bottle opener and looks at the price.","sub_plural","sub_plural","","context","bottle opener"
105,3,1,"heavy","weight","sub_plural","male"," is in the produce section of the supermarket and picks up a watermelon.","heavy","produce","positive","Anthony"," picks up a watermelon.","super","sub_plural","","contextWithSuper","watermelon"
105,1,2," tall","height","sub_plural","male"," is sitting at a cafe watching people go by and sees a professional gymnast.","tall","people","positive","Josh"," sees a professional gymnast.","super","super","","contextWithSuper","gymnast"
105,1,3,"heavy","weight","sub_plural","male"," is in the produce section of the supermarket and picks up a grape.","heavy","produce","positive","Gary"," picks up a grape.","super","sub_plural","","contextWithSuper","grape"
105,2,4,"long","time","sub_plural","male"," is searching for things to watch online with their friend and finds a music video.","long","things you watch online","positive","Gabriel"," finds a music video to watch online with their friend.","super","sub_plural","","contextWithSuper","music video"
105,2,5," tall","height","sub_plural","female"," is sitting at a cafe watching people go by and sees a professional soccer player.","tall","people","positive","Angela"," sees a professional soccer player.","super","super","","contextWithSuper","soccer player"
105,2,6,"cheap","price","sub_plural","female"," is browsing around a kitchen appliance store. She finds a toaster and looks at the price.","cheap","kitchen appliances","negative","Stephanie"," finds a toaster and looks at the price.","super","sub_plural","She","contextWithSuper","toaster"
105,2,7,"cold","temperature","sub_plural","female"," lives in Maryland and checks the weather everyday. She looks at the weather report for today, a day in Fall.","cold","days of the year","negative","Julia"," lives in Maryland and steps outside in Fall.","super","sub_plural","She","contextWithSuper","day in Fall"
105,3,8,"short","time","sub_plural","female"," is searching for things to watch online with their friend and finds a movie.","short","things you watch online","negative","Tanya"," finds a movie to watch online with their friend.","super","sub_plural","","contextWithSuper","movie"
105,3,9,"expensive","price","sub_plural","male"," is browsing around a kitchen appliance store. He finds a dishwasher and looks at the price.","expensive","kitchen appliances","positive","Alexander"," finds a dishwasher and looks at the price.","super","sub_plural","He","contextWithSuper","dishwasher"
105,3,10,"cold","temperature","sub_plural","female"," lives in Maryland and checks the weather everyday. She looks at the weather report for today, a day in Summer.","cold","days of the year","negative","Alicia"," lives in Maryland and steps outside in Summer.","super","sub_plural","She","contextWithSuper","day in Summer"
105,3,11," short","height","sub_plural","male"," is sitting at a cafe watching people go by and sees a professional basketball player.","short","people","negative","Michael"," sees a professional basketball player.","super","sub_plural","","contextWithSuper","basketball player"
105,1,12,"expensive","price","sub_plural","female"," is browsing around a kitchen appliance store. She finds a bottle opener and looks at the price.","expensive","kitchen appliances","positive","Sophie"," finds a bottle opener and looks at the price.","super","sub_plural","She","contextWithSuper","bottle opener"
105,1,13,"warm","temperature","sub_plural","male"," lives in Maryland and checks the weather everyday. He looks at the weather report for today, a day in Winter.","warm","days of the year","positive","Simon"," lives in Maryland and steps outside in Winter.","super","sub_plural","He","contextWithSuper","day in Winter"
105,1,14,"short","time","sub_plural","male"," is searching for things to watch online with their friend and finds a video of a cute animal.","short","things you watch online","negative","Daniel"," finds a video of a cute animal to watch online with their friend.","super","super","","contextWithSuper","video of the cute animal"
105,2,15,"light","weight","sub_plural","male"," is in the produce section of the supermarket and picks up an apple.","light","produce","negative","Stephen"," picks up an apple.","super","sub_plural","","contextWithSuper","apple"
106,1,1,"expensive","price","super","male"," is browsing around a kitchen appliance store. They finds a bottle opener and looks at the price.","expensive","kitchen appliances","positive","Charles"," finds a bottle opener and looks at the price.","sub_plural","sub_plural","","context","bottle opener"
106,1,2,"cold","temperature","super","male"," lives in Maryland and checks the weather everyday. They looks at the weather report for today, a day in Winter.","cold","days of the year","negative","David"," lives in Maryland and steps outside in Winter.","sub_plural","sub_plural","","context","day in Winter"
106,3,3,"light","weight","super","female"," is in the produce section of the supermarket and picks up a watermelon.","light","produce","negative","Angela"," picks up a watermelon.","sub_plural","sub_plural","","context","watermelon"
106,2,4,"cold","temperature","super","male"," lives in Maryland and checks the weather everyday. They looks at the weather report for today, a day in Fall.","cold","days of the year","negative","John"," lives in Maryland and steps outside in Fall.","sub_plural","sub_plural","","context","day in Fall"
106,2,5,"long","time","super","female"," is searching for things to watch online with their friend and finds a music video.","long","things you watch online","positive","Veronica"," finds a music video to watch online with their friend.","sub_plural","super","","context","music video"
106,1,6," tall","height","super","male"," is sitting at a cafe watching people go by and sees a professional gymnast.","tall","people","positive","Simon"," sees a professional gymnast.","sub_plural","sub_plural","","context","gymnast"
106,3,7,"long","time","super","male"," is searching for things to watch online with their friend and finds a movie.","long","things you watch online","positive","Gary"," finds a movie to watch online with their friend.","sub_plural","sub_plural","","context","movie"
106,2,8," tall","height","super","female"," is sitting at a cafe watching people go by and sees a professional soccer player.","tall","people","positive","Jasmine"," sees a professional soccer player.","sub_plural","sub_plural","","context","soccer player"
106,3,9,"warm","temperature","super","male"," lives in Maryland and checks the weather everyday. They looks at the weather report for today, a day in Summer.","warm","days of the year","positive","Eric"," lives in Maryland and steps outside in Summer.","sub_plural","sub_plural","","context","day in Summer"
